full_name,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cases,deaths
Blackford Indiana,18009,7/27/2020,,,,,-19,,30,2
Blackford Indiana,18009,7/28/2020,,,,,-15,,30,2
Blackford Indiana,18009,7/29/2020,,,,,-22,,30,2
Blackford Indiana,18009,7/30/2020,,,,,-20,,30,2
Blackford Indiana,18009,7/31/2020,,,,,-22,,30,2
Boone Indiana,18011,5/1/2020,-25,-3,,-9,-49,21,30,2
Boone Indiana,18011,5/2/2020,-19,-2,,-3,-27,,30,2
Boone Indiana,18011,5/3/2020,-23,-11,,-11,-26,,30,2
Boone Indiana,18011,5/4/2020,-21,-7,,-5,-46,18,32,2
Boone Indiana,18011,5/5/2020,-20,-4,,-6,-47,21,33,2
Boone Indiana,18011,5/6/2020,-21,-1,,-7,-45,19,33,2
Boone Indiana,18011,5/7/2020,-19,1,,-5,-47,19,35,2
Boone Indiana,18011,5/8/2020,-25,2,,-8,-45,21,35,2
Boone Indiana,18011,5/9/2020,-12,27,,0,-21,,35,2
Boone Indiana,18011,5/10/2020,-23,1,,-15,-30,,36,2
Boone Indiana,18011,5/11/2020,-17,-6,,0,-43,19,36,2
Boone Indiana,18011,5/12/2020,-10,-2,,-4,-43,18,36,2
Boone Indiana,18011,5/13/2020,-12,-2,,-5,-43,18,38,2
Boone Indiana,18011,5/14/2020,-20,-5,,-5,-45,20,38,2
Boone Indiana,18011,5/15/2020,-20,-3,,-9,-44,20,38,2
Boone Indiana,18011,5/16/2020,-5,6,,-6,-18,,38,2
Boone Indiana,18011,5/17/2020,-18,-7,,-16,-20,,38,2
Boone Indiana,18011,5/18/2020,-9,-3,,1,-40,16,40,2
Boone Indiana,18011,5/19/2020,-10,0,,-8,-41,19,40,2
Boone Indiana,18011,5/20/2020,-11,4,,-2,-41,17,41,2
Boone Indiana,18011,5/21/2020,-6,4,,4,-42,17,41,2
Boone Indiana,18011,5/22/2020,-8,8,,4,-42,15,41,2
Boone Indiana,18011,5/23/2020,-6,10,,8,-19,,41,2
Boone Indiana,18011,5/24/2020,-5,7,,-11,-21,,43,2
Boone Indiana,18011,5/25/2020,-10,-3,,-26,-78,,43,2
Boone Indiana,18011,5/26/2020,-3,3,,0,-39,15,43,2
Boone Indiana,18011,5/27/2020,-3,11,,3,-37,15,44,2
Boone Indiana,18011,5/28/2020,-4,7,,-3,-37,16,44,2
Boone Indiana,18011,5/29/2020,-9,1,,-1,-37,16,44,2
Boone Indiana,18011,5/30/2020,2,7,,6,2,,44,2
Boone Indiana,18011,5/31/2020,3,6,,0,-8,,46,2
Boone Indiana,18011,6/1/2020,1,4,,5,-36,13,46,2
Boone Indiana,18011,6/2/2020,3,7,,0,-37,14,47,2
Boone Indiana,18011,6/3/2020,-1,3,,-3,-36,14,47,2
Boone Indiana,18011,6/4/2020,-2,13,,0,-36,15,49,2
Boone Indiana,18011,6/5/2020,-6,5,,-1,-36,13,50,2
Boone Indiana,18011,6/6/2020,4,12,,5,-6,,50,2
Boone Indiana,18011,6/7/2020,2,1,,0,-12,,50,2
Boone Indiana,18011,6/8/2020,0,3,,5,-36,13,50,2
Boone Indiana,18011,6/9/2020,-1,3,,-1,-35,16,50,2
Boone Indiana,18011,6/10/2020,0,6,,-3,-35,14,50,2
Boone Indiana,18011,6/11/2020,4,7,,1,-36,12,53,2
Boone Indiana,18011,6/12/2020,-2,8,,9,-37,12,53,2
Boone Indiana,18011,6/13/2020,5,5,,11,2,,53,2
Boone Indiana,18011,6/14/2020,8,4,,13,-12,,56,2
Boone Indiana,18011,6/15/2020,8,4,,11,-35,11,56,2
Boone Indiana,18011,6/16/2020,6,8,,2,-35,13,56,2
Boone Indiana,18011,6/17/2020,3,8,,2,-36,11,56,2
Boone Indiana,18011,6/18/2020,11,8,,8,-36,12,194,26
Boone Indiana,18011,6/19/2020,-1,9,,7,-37,10,203,26
Boone Indiana,18011,6/20/2020,10,18,,22,-5,,203,26
Boone Indiana,18011,6/21/2020,2,1,,13,-10,,204,27
Boone Indiana,18011,6/22/2020,2,-1,,10,-37,12,217,29
Boone Indiana,18011,6/23/2020,6,2,,5,-37,13,217,29
Boone Indiana,18011,6/24/2020,4,3,,7,-35,11,222,30
Boone Indiana,18011,6/25/2020,6,5,,7,-37,12,228,30
Boone Indiana,18011,6/26/2020,-1,-2,,8,-37,12,233,33
Boone Indiana,18011,6/27/2020,-1,-3,,24,-5,,237,34
Boone Indiana,18011,6/28/2020,4,2,,24,-2,,240,34
Boone Indiana,18011,6/29/2020,-1,3,,9,-35,12,254,34
Boone Indiana,18011,6/30/2020,10,6,,5,-37,12,254,34
Boone Indiana,18011,7/1/2020,9,15,,9,-36,10,267,34
Boone Indiana,18011,7/2/2020,18,25,,19,-42,11,270,34
Boone Indiana,18011,7/3/2020,4,20,,-3,-63,16,274,35
Boone Indiana,18011,7/4/2020,-29,5,,-15,-25,,276,35
Boone Indiana,18011,7/5/2020,-1,-7,,29,-11,,278,36
Boone Indiana,18011,7/6/2020,5,7,,6,-40,12,280,37
Boone Indiana,18011,7/7/2020,9,6,,2,-39,13,282,37
Boone Indiana,18011,7/8/2020,5,5,,0,-36,12,295,38
Boone Indiana,18011,7/9/2020,8,10,,-3,-38,12,297,38
Boone Indiana,18011,7/10/2020,1,1,,3,-36,12,298,38
Boone Indiana,18011,7/11/2020,6,6,,10,-6,,300,38
Boone Indiana,18011,7/12/2020,7,6,,13,-9,,301,38
Boone Indiana,18011,7/13/2020,6,3,,1,-35,10,307,38
Boone Indiana,18011,7/14/2020,8,3,,-1,-35,12,312,38
Boone Indiana,18011,7/15/2020,5,8,,-6,-35,12,324,38
Boone Indiana,18011,7/16/2020,6,3,,-3,-36,13,327,38
Boone Indiana,18011,7/17/2020,2,8,,4,-36,11,333,38
Boone Indiana,18011,7/18/2020,6,9,,4,0,,332,38
Boone Indiana,18011,7/19/2020,2,-1,,2,-12,,332,38
Boone Indiana,18011,7/20/2020,0,-1,,-2,-34,11,333,38
Boone Indiana,18011,7/21/2020,3,0,,-11,-36,12,335,38
Boone Indiana,18011,7/22/2020,0,1,,-8,-33,13,341,38
Boone Indiana,18011,7/23/2020,10,10,,-2,-36,11,341,39
Boone Indiana,18011,7/24/2020,2,3,,-5,-34,11,345,39
Boone Indiana,18011,7/25/2020,8,11,,5,-6,,348,39
Boone Indiana,18011,7/26/2020,7,5,,-2,-6,,349,39
Boone Indiana,18011,7/27/2020,-2,-5,,4,-36,13,355,39
Boone Indiana,18011,7/28/2020,8,7,,2,-36,12,357,39
Boone Indiana,18011,7/29/2020,2,8,,-5,-35,11,365,39
Boone Indiana,18011,7/30/2020,1,0,,-8,-38,14,375,39
Boone Indiana,18011,7/31/2020,0,4,,-11,-34,11,376,40
Brown Indiana,18013,5/1/2020,,,,,-40,,378,40
Brown Indiana,18013,5/2/2020,,,,,-30,,404,41
Brown Indiana,18013,5/3/2020,,,,,-38,,400,41
Brown Indiana,18013,5/4/2020,,,,,-34,,401,42
Brown Indiana,18013,5/5/2020,,,,,-39,,398,42
Brown Indiana,18013,5/6/2020,,,,,-36,,399,42
Brown Indiana,18013,5/7/2020,,,,,-39,,406,43
Brown Indiana,18013,5/8/2020,,,,,-39,,408,43
Brown Indiana,18013,5/9/2020,,,,,-21,,411,43
Brown Indiana,18013,5/10/2020,,,,,-33,,414,44
Brown Indiana,18013,5/11/2020,,,,,-31,,418,44
Brown Indiana,18013,5/12/2020,,,,,-34,,420,44
Brown Indiana,18013,5/13/2020,,,,,-35,,424,44
Brown Indiana,18013,5/14/2020,,,,,-35,,427,44
Brown Indiana,18013,5/15/2020,,,,,-35,,429,44
Brown Indiana,18013,5/16/2020,,,,,-18,,434,44
Brown Indiana,18013,5/17/2020,,,,,-24,,439,45
Brown Indiana,18013,5/18/2020,,,,,-32,,440,45
Brown Indiana,18013,5/19/2020,,,,,-36,,445,46
Brown Indiana,18013,5/20/2020,,,,,-33,,452,46
Brown Indiana,18013,5/21/2020,,,,,-30,,455,46
Brown Indiana,18013,5/22/2020,,,,,-32,,460,46
Brown Indiana,18013,5/23/2020,,,,,-21,,463,46
Brown Indiana,18013,5/24/2020,,,,,-17,,467,46
Brown Indiana,18013,5/25/2020,,,,,-71,,472,46
Brown Indiana,18013,5/26/2020,,,,,-32,,477,47
Brown Indiana,18013,5/27/2020,,,,,-30,,492,47
Brown Indiana,18013,5/28/2020,,,,,-31,,500,47
Brown Indiana,18013,5/29/2020,,,,,-29,,509,47
Brown Indiana,18013,5/30/2020,,,,,-4,,510,47
Brown Indiana,18013,5/31/2020,,,,,-16,,515,47
Brown Indiana,18013,6/1/2020,,,,,-26,,519,47
Brown Indiana,18013,6/2/2020,,,,,-29,,524,47
Brown Indiana,18013,6/3/2020,,,,,-24,,528,47
Brown Indiana,18013,6/4/2020,,,,,-24,,538,48
Brown Indiana,18013,6/5/2020,,,,,-23,,548,48
Brown Indiana,18013,6/6/2020,,,,,-5,,552,48
Brown Indiana,18013,6/7/2020,,,,,-10,,565,48
Brown Indiana,18013,6/8/2020,,,,,-24,,572,48
Brown Indiana,18013,6/9/2020,,,,,-26,,578,48
Brown Indiana,18013,6/10/2020,,,,,-20,,582,48
Brown Indiana,18013,6/11/2020,,,,,-26,,589,48
Brown Indiana,18013,6/12/2020,,,,,-24,,597,48
Brown Indiana,18013,6/13/2020,,,,,-2,,602,48
Brown Indiana,18013,6/14/2020,,,,,-12,,610,48
Brown Indiana,18013,6/15/2020,,,,,-24,,616,48
Brown Indiana,18013,6/16/2020,,,,,-27,,627,48
Brown Indiana,18013,6/17/2020,,,,,-24,,632,49
Brown Indiana,18013,6/18/2020,,,,,-27,,16,1
Brown Indiana,18013,6/19/2020,,,,,-25,,17,1
Brown Indiana,18013,6/20/2020,,,,,0,,18,1
Brown Indiana,18013,6/21/2020,,,,,-10,,18,1
Brown Indiana,18013,6/22/2020,,,,,-24,,18,1
Brown Indiana,18013,6/23/2020,,,,,-26,,21,1
Brown Indiana,18013,6/24/2020,,,,,-22,,25,1
Brown Indiana,18013,6/25/2020,,,,,-23,,25,1
Brown Indiana,18013,6/26/2020,,,,,-25,,25,1
Brown Indiana,18013,6/27/2020,,,,,-9,,26,1
Brown Indiana,18013,6/29/2020,,,,,-25,,26,1
Brown Indiana,18013,6/30/2020,,,,,-27,,28,1
Brown Indiana,18013,7/1/2020,,,,,-22,,28,1
Brown Indiana,18013,7/2/2020,,,,,-26,,29,1
Brown Indiana,18013,7/3/2020,,,,,-52,,29,1
Brown Indiana,18013,7/4/2020,,,,,-14,,30,1
Brown Indiana,18013,7/6/2020,,,,,-25,,31,1
Brown Indiana,18013,7/7/2020,,,,,-29,,32,1
Brown Indiana,18013,7/8/2020,,,,,-22,,31,1
Brown Indiana,18013,7/9/2020,,,,,-24,,31,1
Brown Indiana,18013,7/10/2020,,,,,-25,,32,1
Brown Indiana,18013,7/11/2020,,,,,1,,33,1
Brown Indiana,18013,7/13/2020,,,,,-21,,33,1
Brown Indiana,18013,7/14/2020,,,,,-26,,33,1
Brown Indiana,18013,7/15/2020,,,,,-23,,33,1
Brown Indiana,18013,7/16/2020,,,,,-22,,33,1
Brown Indiana,18013,7/17/2020,,,,,-22,,33,1
Brown Indiana,18013,7/18/2020,,,,,-2,,33,1
Brown Indiana,18013,7/20/2020,,,,,-19,,33,1
Brown Indiana,18013,7/21/2020,,,,,-27,,33,1
Brown Indiana,18013,7/22/2020,,,,,-24,,33,1
Brown Indiana,18013,7/23/2020,,,,,-20,,33,1
Brown Indiana,18013,7/24/2020,,,,,-20,,33,1
Brown Indiana,18013,7/25/2020,,,,,-2,,33,1
Brown Indiana,18013,7/27/2020,,,,,-23,,33,1
Brown Indiana,18013,7/28/2020,,,,,-25,,33,1
Brown Indiana,18013,7/29/2020,,,,,-24,,34,1
Brown Indiana,18013,7/30/2020,,,,,-25,,34,1
Brown Indiana,18013,7/31/2020,,,,,-24,,34,1
Carroll Indiana,18015,5/1/2020,,,,,-39,,35,1
Carroll Indiana,18015,5/2/2020,,,,,-31,,35,1
Carroll Indiana,18015,5/3/2020,,,,,-33,,35,1
Carroll Indiana,18015,5/4/2020,,,,,-33,,36,1
Carroll Indiana,18015,5/5/2020,,,,,-38,,36,1
Carroll Indiana,18015,5/6/2020,,,,,-35,,36,1
Carroll Indiana,18015,5/7/2020,,,,,-36,,36,1
Carroll Indiana,18015,5/8/2020,,,,,-37,,36,1
Carroll Indiana,18015,5/9/2020,,,,,-25,,36,1
Carroll Indiana,18015,5/10/2020,,,,,-25,,37,1
Carroll Indiana,18015,5/11/2020,,,,,-29,,37,1
Carroll Indiana,18015,5/12/2020,,,,,-32,,37,1
Carroll Indiana,18015,5/13/2020,,,,,-33,,37,1
Carroll Indiana,18015,5/14/2020,,,,,-33,,37,1
Carroll Indiana,18015,5/15/2020,,,,,-32,,37,1
Carroll Indiana,18015,5/16/2020,,,,,-18,,37,1
Carroll Indiana,18015,5/17/2020,,,,,-28,,37,1
Carroll Indiana,18015,5/18/2020,,,,,-22,,37,1
Carroll Indiana,18015,5/19/2020,,,,,-25,,37,1
Carroll Indiana,18015,5/20/2020,,,,,-28,,38,1
Carroll Indiana,18015,5/21/2020,,,,,-25,,38,1
Carroll Indiana,18015,5/22/2020,,,,,-33,,38,1
Carroll Indiana,18015,5/23/2020,,,,,-18,,38,1
Carroll Indiana,18015,5/24/2020,,,,,-8,,38,1
Carroll Indiana,18015,5/25/2020,,,,,-71,,38,1
Carroll Indiana,18015,5/26/2020,,,,,-26,,38,1
Carroll Indiana,18015,5/27/2020,,,,,-25,,39,1
Carroll Indiana,18015,5/28/2020,,,,,-25,,39,1
Carroll Indiana,18015,5/29/2020,,,,,-24,,39,1
Carroll Indiana,18015,5/30/2020,,,,,-9,,42,1
Carroll Indiana,18015,5/31/2020,,,,,-14,,42,1
Carroll Indiana,18015,6/1/2020,,,,,-19,,43,1
Carroll Indiana,18015,6/2/2020,,,,,-23,,43,1
Carroll Indiana,18015,6/3/2020,,,,,-21,,43,1
Carroll Indiana,18015,6/4/2020,,,,,-24,,44,1
Carroll Indiana,18015,6/5/2020,,,,,-25,,46,1
Carroll Indiana,18015,6/6/2020,,,,,-11,,46,1
Carroll Indiana,18015,6/7/2020,,,,,-19,,47,1
Carroll Indiana,18015,6/8/2020,,,,,-19,,50,1
Carroll Indiana,18015,6/9/2020,,,,,-23,,53,1
Carroll Indiana,18015,6/10/2020,,,,,-23,,54,1
Carroll Indiana,18015,6/11/2020,,,,,-23,,54,1
Carroll Indiana,18015,6/12/2020,,,,,-21,,55,1
Carroll Indiana,18015,6/13/2020,,,,,-9,,58,1
Carroll Indiana,18015,6/14/2020,,,,,-21,,60,1
Carroll Indiana,18015,6/15/2020,,,,,-19,,61,1
Carroll Indiana,18015,6/16/2020,,,,,-21,,62,1
Carroll Indiana,18015,6/17/2020,,,,,-24,,63,1
Carroll Indiana,18015,6/18/2020,,,,,-21,,64,1
Carroll Indiana,18015,6/19/2020,,,,,-22,,66,1
Carroll Indiana,18015,6/20/2020,,,,,-8,,66,1
Carroll Indiana,18015,6/21/2020,,,,,-9,,67,1
Carroll Indiana,18015,6/22/2020,,,,,-19,,68,1
Carroll Indiana,18015,6/23/2020,,,,,-20,,24,1
Carroll Indiana,18015,6/24/2020,,,,,-22,,25,1
Carroll Indiana,18015,6/25/2020,,,,,-21,,41,1
Carroll Indiana,18015,6/26/2020,,,,,-22,,56,1
Carroll Indiana,18015,6/27/2020,,,,,-15,,63,1
Carroll Indiana,18015,6/28/2020,,,,,-15,,65,1
Carroll Indiana,18015,6/29/2020,,,,,-24,,66,1
Carroll Indiana,18015,6/30/2020,,,,,-25,,70,2
Carroll Indiana,18015,7/1/2020,,,,,-33,,71,2
Carroll Indiana,18015,7/2/2020,,,,,-34,,71,2
Carroll Indiana,18015,7/3/2020,,,,,-59,,71,2
Carroll Indiana,18015,7/4/2020,,,,,-31,,71,2
Carroll Indiana,18015,7/5/2020,,,,,-19,,73,2
Carroll Indiana,18015,7/6/2020,,,,,-35,,75,2
Carroll Indiana,18015,7/7/2020,,,,,-31,,77,2
Carroll Indiana,18015,7/8/2020,,,,,-35,,78,2
Carroll Indiana,18015,7/9/2020,,,,,-31,,79,2
Carroll Indiana,18015,7/10/2020,,,,,-32,,79,2
Carroll Indiana,18015,7/11/2020,,,,,-10,,79,2
Carroll Indiana,18015,7/12/2020,,,,,-13,,81,2
Carroll Indiana,18015,7/13/2020,,,,,-21,,85,2
Carroll Indiana,18015,7/14/2020,,,,,-24,,87,2
Carroll Indiana,18015,7/15/2020,,,,,-27,,88,2
Carroll Indiana,18015,7/16/2020,,,,,-29,,91,2
Carroll Indiana,18015,7/17/2020,,,,,-26,,92,2
Carroll Indiana,18015,7/18/2020,,,,,-2,,92,2
Carroll Indiana,18015,7/19/2020,,,,,-8,,93,2
Carroll Indiana,18015,7/20/2020,,,,,-25,,93,3
Carroll Indiana,18015,7/21/2020,,,,,-25,,92,2
Carroll Indiana,18015,7/22/2020,,,,,-25,,93,2
Carroll Indiana,18015,7/23/2020,,,,,-23,,93,2
Carroll Indiana,18015,7/24/2020,,,,,-25,,93,2
Carroll Indiana,18015,7/25/2020,,,,,-15,,93,3
Carroll Indiana,18015,7/26/2020,,,,,-15,,93,3
Carroll Indiana,18015,7/27/2020,,,,,-22,,94,3
Carroll Indiana,18015,7/28/2020,,,,,-20,,95,2
Carroll Indiana,18015,7/29/2020,,,,,-21,,96,2
Carroll Indiana,18015,7/30/2020,,,,,-22,,96,2
Carroll Indiana,18015,7/31/2020,,,,,-24,,96,2
Cass Indiana,18017,5/1/2020,-31,-13,,,-46,19,95,2
Cass Indiana,18017,5/2/2020,-32,-5,,,-37,,96,2
Cass Indiana,18017,5/3/2020,-35,-16,,,-30,,97,2
Cass Indiana,18017,5/4/2020,-16,4,,,-44,14,98,2
Cass Indiana,18017,5/5/2020,-29,,,,-48,20,98,2
Cass Indiana,18017,5/6/2020,-22,,,,-45,16,99,2
Cass Indiana,18017,5/7/2020,-21,9,,,-41,17,101,2
Cass Indiana,18017,5/8/2020,-40,-4,,,-39,18,102,2
Cass Indiana,18017,5/9/2020,-36,10,,,-21,,102,2
Cass Indiana,18017,5/10/2020,-38,-1,,,-26,,103,2
Cass Indiana,18017,5/11/2020,-37,-2,,,-34,13,103,2
Cass Indiana,18017,5/12/2020,-30,,,,-34,13,103,2
Cass Indiana,18017,5/13/2020,-25,,,,-33,11,103,2
Cass Indiana,18017,5/14/2020,-31,1,,,-34,13,103,2
Cass Indiana,18017,5/15/2020,-36,-2,,,-34,15,103,2
Cass Indiana,18017,5/16/2020,-32,9,,,-16,,103,2
Cass Indiana,18017,5/17/2020,-39,-2,,,-24,,104,2
Cass Indiana,18017,5/18/2020,-23,3,,,-25,9,109,2
Cass Indiana,18017,5/19/2020,-19,11,,,-27,12,107,2
Cass Indiana,18017,5/20/2020,-19,1,,,-29,10,107,2
Cass Indiana,18017,5/21/2020,-18,8,,,-26,10,107,2
Cass Indiana,18017,5/22/2020,-22,9,,,-30,9,108,2
Cass Indiana,18017,5/23/2020,-22,14,,,-11,,109,2
Cass Indiana,18017,5/24/2020,-15,19,,,-20,,109,2
Cass Indiana,18017,5/25/2020,-10,17,,,-74,,110,2
Cass Indiana,18017,5/26/2020,-7,17,,,-25,8,110,2
Cass Indiana,18017,5/27/2020,-11,9,,,-26,6,110,2
Cass Indiana,18017,5/28/2020,-15,11,,,-24,10,110,2
Cass Indiana,18017,5/29/2020,-22,2,,,-20,8,110,2
Cass Indiana,18017,5/30/2020,-13,16,,,3,,110,2
Cass Indiana,18017,5/31/2020,-10,10,,,-6,,112,2
Cass Indiana,18017,6/1/2020,-3,17,,,-21,5,113,2
Cass Indiana,18017,6/2/2020,-6,22,,,-23,6,114,2
Cass Indiana,18017,6/3/2020,-2,22,,,-23,6,114,2
Cass Indiana,18017,6/4/2020,-5,20,,,-21,6,114,2
Cass Indiana,18017,6/5/2020,-13,8,,,-22,7,114,2
Cass Indiana,18017,6/6/2020,-10,19,,,0,,115,2
Cass Indiana,18017,6/7/2020,-7,15,,,-10,,116,2
Cass Indiana,18017,6/8/2020,-2,13,,,-23,5,118,2
Cass Indiana,18017,6/9/2020,-2,17,,,-23,7,119,2
Cass Indiana,18017,6/10/2020,1,17,,,-23,6,119,2
Cass Indiana,18017,6/11/2020,-1,19,,,-21,5,120,2
Cass Indiana,18017,6/12/2020,-4,12,,,-24,6,120,2
Cass Indiana,18017,6/13/2020,-6,16,,,-1,,120,2
Cass Indiana,18017,6/14/2020,-2,16,,,-8,,120,2
Cass Indiana,18017,6/15/2020,-1,20,,,-21,4,120,2
Cass Indiana,18017,6/16/2020,-1,28,,,-23,6,121,2
Cass Indiana,18017,6/17/2020,-5,18,,,-22,4,121,2
Cass Indiana,18017,6/18/2020,0,15,,,-23,6,122,2
Cass Indiana,18017,6/19/2020,-10,6,,,-25,4,122,2
Cass Indiana,18017,6/20/2020,-5,23,,,-22,,123,2
Cass Indiana,18017,6/21/2020,-13,13,,,-11,,125,2
Cass Indiana,18017,6/22/2020,-7,10,,,-23,5,128,2
Cass Indiana,18017,6/23/2020,-6,16,,,-25,6,1216,3
Cass Indiana,18017,6/24/2020,0,11,,,-21,4,1226,3
Cass Indiana,18017,6/25/2020,-2,19,,,-20,4,1295,3
Cass Indiana,18017,6/26/2020,-11,7,,,-26,5,1373,3
Cass Indiana,18017,6/27/2020,-11,11,,,-5,,1408,3
Cass Indiana,18017,6/28/2020,-7,8,,,-4,,1444,3
Cass Indiana,18017,6/29/2020,-2,7,,,-25,5,1471,3
Cass Indiana,18017,6/30/2020,-1,15,,,-24,6,1499,3
Cass Indiana,18017,7/1/2020,5,22,,,-27,3,1509,3
Cass Indiana,18017,7/2/2020,14,37,,,-29,4,1522,4
Cass Indiana,18017,7/3/2020,6,32,,,-61,,1526,4
Cass Indiana,18017,7/4/2020,-19,21,,,-39,,1544,5
Cass Indiana,18017,7/5/2020,-12,1,,,-17,,1546,5
Cass Indiana,18017,7/6/2020,0,16,,,-30,5,1548,5
Cass Indiana,18017,7/7/2020,3,24,,,-28,6,1553,6
Cass Indiana,18017,7/8/2020,6,10,,,-27,6,1555,6
Cass Indiana,18017,7/9/2020,2,17,,,-25,6,1555,6
Cass Indiana,18017,7/10/2020,-4,6,,,-27,6,1554,6
Cass Indiana,18017,7/11/2020,-8,13,,,2,,1562,7
Cass Indiana,18017,7/12/2020,-6,11,,,-2,,1566,7
Cass Indiana,18017,7/13/2020,5,15,,,-22,3,1574,7
Cass Indiana,18017,7/14/2020,-2,14,,,-23,5,1580,7
Cass Indiana,18017,7/15/2020,-3,8,,,-23,3,1581,7
Cass Indiana,18017,7/16/2020,-2,11,,,-23,5,1583,7
Cass Indiana,18017,7/17/2020,-8,6,,,-23,4,1584,7
Cass Indiana,18017,7/18/2020,-8,8,,,-5,,1584,7
Cass Indiana,18017,7/19/2020,-9,3,,,-11,,1588,8
Cass Indiana,18017,7/20/2020,-1,9,,,-28,4,1591,8
Cass Indiana,18017,7/21/2020,-8,12,,,-25,7,1591,8
Cass Indiana,18017,7/22/2020,-1,10,,,-23,5,1589,8
Cass Indiana,18017,7/23/2020,-2,11,,,-21,5,1589,8
Cass Indiana,18017,7/24/2020,-8,4,,,-24,5,1589,8
Cass Indiana,18017,7/25/2020,-8,17,,,2,,1594,8
Cass Indiana,18017,7/26/2020,-9,9,,,-4,,1594,8
Cass Indiana,18017,7/27/2020,-3,6,,,-23,6,1594,8
Cass Indiana,18017,7/28/2020,-5,13,,,-23,5,1594,10
Cass Indiana,18017,7/29/2020,0,-1,,,-23,4,1595,10
Cass Indiana,18017,7/30/2020,2,-7,,,-22,7,1596,10
Cass Indiana,18017,7/31/2020,0,-6,,,-21,4,1596,10
Clark Indiana,18019,5/1/2020,-23,10,,-7,-41,16,1596,10
Clark Indiana,18019,5/2/2020,-33,11,,-4,-30,7,1595,10
Clark Indiana,18019,5/3/2020,-32,-1,53,-2,-32,8,1595,10
Clark Indiana,18019,5/4/2020,-12,6,110,1,-38,14,1599,10
Clark Indiana,18019,5/5/2020,-18,7,17,-9,-39,17,1600,10
Clark Indiana,18019,5/6/2020,-12,9,83,-3,-39,15,1604,10
Clark Indiana,18019,5/7/2020,-18,11,,-4,-38,15,1609,10
Clark Indiana,18019,5/8/2020,-26,9,5,-9,-39,18,1611,10
Clark Indiana,18019,5/9/2020,-23,22,,2,-24,7,1611,10
Clark Indiana,18019,5/10/2020,-27,11,33,-2,-25,5,1612,10
Clark Indiana,18019,5/11/2020,-14,6,35,-11,-35,14,1616,10
Clark Indiana,18019,5/12/2020,-11,8,,-11,-34,14,1627,10
Clark Indiana,18019,5/13/2020,-13,5,13,-11,-35,16,1628,10
Clark Indiana,18019,5/14/2020,-7,11,,-8,-35,13,1628,10
Clark Indiana,18019,5/15/2020,-16,6,58,-6,-37,15,1628,10
Clark Indiana,18019,5/16/2020,-14,12,,4,-21,7,1628,10
Clark Indiana,18019,5/17/2020,-16,3,83,7,-19,6,1632,10
Clark Indiana,18019,5/18/2020,-7,5,12,0,-33,14,1641,10
Clark Indiana,18019,5/19/2020,0,12,78,-7,-31,13,1636,10
Clark Indiana,18019,5/20/2020,-1,10,72,-3,-32,13,1638,10
Clark Indiana,18019,5/21/2020,-1,13,108,5,-31,12,1639,10
Clark Indiana,18019,5/22/2020,-6,15,,8,-34,11,1639,10
Clark Indiana,18019,5/23/2020,-16,10,,9,-20,5,1639,10
Clark Indiana,18019,5/24/2020,-10,12,,-7,-22,3,1639,10
Clark Indiana,18019,5/25/2020,-8,6,,-9,-72,20,1639,10
Clark Indiana,18019,5/26/2020,0,10,,-7,-31,12,1641,10
Clark Indiana,18019,5/27/2020,0,13,,2,-30,12,1641,10
Clark Indiana,18019,5/28/2020,0,15,,5,-29,11,1641,10
Clark Indiana,18019,5/29/2020,-7,11,,6,-30,11,1642,10
Clark Indiana,18019,5/30/2020,-14,11,,12,-9,3,1645,10
Clark Indiana,18019,5/31/2020,-9,12,,24,-12,2,1646,10
Clark Indiana,18019,6/1/2020,1,16,119,8,-28,9,1647,10
Clark Indiana,18019,6/2/2020,4,18,,-1,-29,9,1647,10
Clark Indiana,18019,6/3/2020,3,20,,4,-29,10,1648,10
Clark Indiana,18019,6/4/2020,-4,15,91,1,-29,11,1651,10
Clark Indiana,18019,6/5/2020,-5,18,,6,-29,9,1654,10
Clark Indiana,18019,6/6/2020,-13,19,,11,-12,2,1658,10
Clark Indiana,18019,6/7/2020,-7,15,,23,-12,2,1659,10
Clark Indiana,18019,6/8/2020,0,13,128,3,-27,8,1664,10
Clark Indiana,18019,6/9/2020,0,16,,-2,-28,10,1666,10
Clark Indiana,18019,6/10/2020,3,19,,6,-28,9,1669,10
Clark Indiana,18019,6/11/2020,3,22,,5,-27,9,1674,10
Clark Indiana,18019,6/12/2020,-3,19,,15,-29,7,1677,10
Clark Indiana,18019,6/13/2020,-9,18,,33,-11,1,1680,10
Clark Indiana,18019,6/14/2020,-2,14,,34,-13,1,1695,10
Clark Indiana,18019,6/15/2020,3,15,,16,-28,7,1702,10
Clark Indiana,18019,6/16/2020,8,17,,8,-27,8,1713,10
Clark Indiana,18019,6/17/2020,6,19,,12,-29,8,1718,10
Clark Indiana,18019,6/18/2020,5,19,,11,-29,8,1722,10
Clark Indiana,18019,6/19/2020,-2,20,,20,-30,7,1731,10
Clark Indiana,18019,6/20/2020,-7,23,,34,-10,0,1735,10
Clark Indiana,18019,6/21/2020,-7,10,98,28,-11,1,1743,10
Clark Indiana,18019,6/22/2020,1,11,111,20,-30,8,1743,10
