full_name,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cases,deaths
Rush Indiana,18139,5/28/2020,,,,,-24,,207,8
Rush Indiana,18139,5/29/2020,,,,,-23,,210,8
Rush Indiana,18139,5/30/2020,,,,,-10,,212,8
Rush Indiana,18139,5/31/2020,,,,,-18,,213,8
Rush Indiana,18139,6/1/2020,,,,,-19,,217,8
Rush Indiana,18139,6/2/2020,,,,,-27,,217,8
Rush Indiana,18139,6/3/2020,,,,,-24,,218,8
Rush Indiana,18139,6/4/2020,,,,,-28,,222,8
Rush Indiana,18139,6/5/2020,,,,,-27,,21,2
Rush Indiana,18139,6/6/2020,,,,,-16,,23,2
Rush Indiana,18139,6/7/2020,,,,,-22,,24,2
Rush Indiana,18139,6/8/2020,,,,,-22,,25,2
Rush Indiana,18139,6/9/2020,,,,,-25,,27,2
Rush Indiana,18139,6/10/2020,,,,,-27,,29,2
Rush Indiana,18139,6/11/2020,,,,,-21,,29,2
Rush Indiana,18139,6/12/2020,,,,,-26,,35,2
Rush Indiana,18139,6/13/2020,,,,,-10,,37,2
Rush Indiana,18139,6/14/2020,,,,,-4,,37,2
Rush Indiana,18139,6/15/2020,,,,,-21,,39,2
Rush Indiana,18139,6/16/2020,,,,,-22,,40,2
Rush Indiana,18139,6/17/2020,,,,,-22,,44,3
Rush Indiana,18139,6/18/2020,,,,,-21,,45,3
Rush Indiana,18139,6/19/2020,,,,,-24,,47,3
Rush Indiana,18139,6/20/2020,,,,,-14,,48,3
Rush Indiana,18139,6/21/2020,,,,,-9,,50,3
Rush Indiana,18139,6/22/2020,,,,,-21,,50,3
Rush Indiana,18139,6/23/2020,,,,,-23,,49,3
Rush Indiana,18139,6/24/2020,,,,,-21,,49,3
Rush Indiana,18139,6/25/2020,,,,,-21,,51,3
Rush Indiana,18139,6/26/2020,,,,,-24,,56,3
Rush Indiana,18139,6/27/2020,,,,,-6,,58,3
Rush Indiana,18139,6/28/2020,,,,,-13,,59,3
Rush Indiana,18139,6/29/2020,,,,,-20,,61,3
Rush Indiana,18139,6/30/2020,,,,,-23,,64,3
Rush Indiana,18139,7/1/2020,,,,,-29,,67,3
Rush Indiana,18139,7/2/2020,,,,,-32,,67,3
Rush Indiana,18139,7/3/2020,,,,,-57,,69,3
Rush Indiana,18139,7/4/2020,,,,,-28,,70,3
Rush Indiana,18139,7/5/2020,,,,,-14,,70,3
Rush Indiana,18139,7/6/2020,,,,,-27,,71,3
Rush Indiana,18139,7/7/2020,,,,,-28,,71,3
Rush Indiana,18139,7/8/2020,,,,,-26,,73,3
Rush Indiana,18139,7/9/2020,,,,,-24,,74,3
Rush Indiana,18139,7/10/2020,,,,,-28,,74,3
Rush Indiana,18139,7/11/2020,,,,,-13,,75,3
Rush Indiana,18139,7/12/2020,,,,,-14,,77,3
Rush Indiana,18139,7/13/2020,,,,,-22,,77,3
Rush Indiana,18139,7/14/2020,,,,,-23,,79,3
Rush Indiana,18139,7/15/2020,,,,,-24,,80,3
Rush Indiana,18139,7/16/2020,,,,,-23,,85,3
Rush Indiana,18139,7/17/2020,,,,,-27,,88,3
Rush Indiana,18139,7/18/2020,,,,,-9,,90,3
Rush Indiana,18139,7/19/2020,,,,,-11,,92,3
Rush Indiana,18139,7/20/2020,,,,,-19,,93,3
Rush Indiana,18139,7/21/2020,,,,,-24,,93,3
Rush Indiana,18139,7/22/2020,,,,,-27,,93,3
Rush Indiana,18139,7/23/2020,,,,,-25,,94,3
Rush Indiana,18139,7/24/2020,,,,,-24,,96,3
Rush Indiana,18139,7/25/2020,,,,,3,,96,3
Rush Indiana,18139,7/26/2020,,,,,-12,,96,3
Rush Indiana,18139,7/27/2020,,,,,-22,,97,3
Rush Indiana,18139,7/28/2020,,,,,-22,,99,4
Rush Indiana,18139,7/29/2020,,,,,-24,,99,4
Rush Indiana,18139,7/30/2020,,,,,-28,,99,4
Rush Indiana,18139,7/31/2020,,,,,-26,,100,4
Scott Indiana,18143,5/1/2020,-2,5,,,-38,,100,4
Scott Indiana,18143,5/2/2020,1,,,,-23,,100,4
Scott Indiana,18143,5/3/2020,,,,,-27,,100,4
Scott Indiana,18143,5/4/2020,,,,,-36,,101,4
Scott Indiana,18143,5/5/2020,,,,,-35,,101,4
Scott Indiana,18143,5/6/2020,,,,,-35,,102,4
Scott Indiana,18143,5/7/2020,,,,,-34,,103,4
Scott Indiana,18143,5/8/2020,-14,-2,,,-36,,103,4
Scott Indiana,18143,5/9/2020,2,,,,-17,,104,4
Scott Indiana,18143,5/10/2020,,,,,-18,,104,4
Scott Indiana,18143,5/11/2020,,,,,-31,,105,4
Scott Indiana,18143,5/12/2020,,,,,-30,,105,4
Scott Indiana,18143,5/13/2020,,,,,-32,,105,4
Scott Indiana,18143,5/14/2020,2,12,,,-32,,105,4
Scott Indiana,18143,5/15/2020,-9,-7,,,-33,,105,4
Scott Indiana,18143,5/16/2020,5,9,,,-20,,106,4
Scott Indiana,18143,5/17/2020,6,,,,-17,,107,4
Scott Indiana,18143,5/18/2020,1,-3,,,-29,,108,4
Scott Indiana,18143,5/19/2020,4,12,,,-28,,108,4
Scott Indiana,18143,5/20/2020,2,1,,,-30,,108,4
Scott Indiana,18143,5/21/2020,3,5,,,-23,,108,4
Scott Indiana,18143,5/22/2020,0,8,,,-31,,109,4
Scott Indiana,18143,5/23/2020,6,14,,,-18,,109,4
Scott Indiana,18143,5/24/2020,8,,,,-19,,109,4
Scott Indiana,18143,5/25/2020,13,13,,,-69,,111,4
Scott Indiana,18143,5/26/2020,7,8,,,-23,,113,4
Scott Indiana,18143,5/27/2020,7,4,,,-25,,119,4
Scott Indiana,18143,5/28/2020,6,5,,,-25,,120,4
Scott Indiana,18143,5/29/2020,-2,0,,,-24,,120,4
Scott Indiana,18143,5/30/2020,14,7,,,-2,,121,4
Scott Indiana,18143,5/31/2020,9,,,,-5,,121,4
Scott Indiana,18143,6/1/2020,15,4,,,-20,,125,4
Scott Indiana,18143,6/2/2020,17,13,,,-20,,128,4
Scott Indiana,18143,6/3/2020,16,7,,,-23,,130,4
Scott Indiana,18143,6/4/2020,6,3,,,-24,,131,4
Scott Indiana,18143,6/5/2020,-2,5,,,-25,,93,5
Scott Indiana,18143,6/6/2020,21,17,,,-8,,94,6
Scott Indiana,18143,6/7/2020,16,,,,-12,,94,6
Scott Indiana,18143,6/8/2020,9,5,,,-21,,97,6
Scott Indiana,18143,6/9/2020,3,5,,,-21,,98,6
Scott Indiana,18143,6/10/2020,1,2,,,-23,,99,6
Scott Indiana,18143,6/11/2020,7,12,,,-18,,98,6
Scott Indiana,18143,6/12/2020,-1,5,,,-22,,98,6
Scott Indiana,18143,6/13/2020,18,21,,,4,,98,6
Scott Indiana,18143,6/14/2020,17,,,,0,,101,6
Scott Indiana,18143,6/15/2020,12,12,,,-18,,101,6
Scott Indiana,18143,6/16/2020,11,11,,,-20,,104,6
Scott Indiana,18143,6/17/2020,8,4,,,-20,,105,6
Scott Indiana,18143,6/18/2020,3,12,,,-18,,105,6
Scott Indiana,18143,6/19/2020,8,13,,,-20,,106,6
Scott Indiana,18143,6/20/2020,13,21,,,1,,107,6
Scott Indiana,18143,6/21/2020,16,,,,-5,,107,6
Scott Indiana,18143,6/22/2020,10,7,,,-21,,108,6
Scott Indiana,18143,6/23/2020,9,11,,,-19,,107,6
Scott Indiana,18143,6/24/2020,5,10,,,-19,,107,6
Scott Indiana,18143,6/25/2020,4,9,,,-20,,110,6
Scott Indiana,18143,6/26/2020,0,5,,,-20,,110,6
Scott Indiana,18143,6/27/2020,5,9,,,5,,112,6
Scott Indiana,18143,6/28/2020,11,,,,8,,112,6
Scott Indiana,18143,6/29/2020,8,0,,,-20,,112,6
Scott Indiana,18143,6/30/2020,11,10,,,-19,,112,6
Scott Indiana,18143,7/1/2020,13,23,,,-23,,113,6
Scott Indiana,18143,7/2/2020,26,33,,,-27,,110,6
Scott Indiana,18143,7/3/2020,15,29,,,-52,,108,6
Scott Indiana,18143,7/4/2020,-3,18,,,-26,,108,6
Scott Indiana,18143,7/5/2020,15,,,,-9,,109,6
Scott Indiana,18143,7/6/2020,22,16,,,-23,,109,6
Scott Indiana,18143,7/7/2020,11,16,,,-22,,108,6
Scott Indiana,18143,7/8/2020,6,9,,,-24,,108,6
Scott Indiana,18143,7/9/2020,7,8,,,-23,,108,6
Scott Indiana,18143,7/10/2020,8,10,,,-24,,108,6
Scott Indiana,18143,7/11/2020,12,9,,,-6,,108,6
Scott Indiana,18143,7/12/2020,15,,,,-4,,108,6
Scott Indiana,18143,7/13/2020,12,8,,,-24,,109,6
Scott Indiana,18143,7/14/2020,8,16,,,-24,,110,6
Scott Indiana,18143,7/15/2020,3,8,,,-23,,109,6
Scott Indiana,18143,7/16/2020,3,11,,,-23,,109,6
Scott Indiana,18143,7/17/2020,2,7,,,-25,,109,6
Scott Indiana,18143,7/18/2020,4,14,,,-1,,109,6
Scott Indiana,18143,7/19/2020,11,,,,0,,109,6
Scott Indiana,18143,7/20/2020,5,5,,,-25,,109,6
Scott Indiana,18143,7/21/2020,-3,17,,,-22,,111,6
Scott Indiana,18143,7/22/2020,-6,6,,,-21,,111,6
Scott Indiana,18143,7/23/2020,0,14,,,-20,,111,6
Scott Indiana,18143,7/24/2020,2,5,,,-22,,111,7
Scott Indiana,18143,7/25/2020,21,15,,,-2,,111,7
Scott Indiana,18143,7/26/2020,9,,,,5,,112,7
Scott Indiana,18143,7/27/2020,5,4,,,-25,,112,7
Scott Indiana,18143,7/28/2020,0,6,,,-20,,112,7
Scott Indiana,18143,7/29/2020,3,9,,,-24,,113,7
Scott Indiana,18143,7/30/2020,-6,7,,,-24,,111,7
Scott Indiana,18143,7/31/2020,4,10,,,-22,,112,7
Shelby Indiana,18145,5/1/2020,-17,6,,-22,-43,14,112,7
Shelby Indiana,18145,5/2/2020,-13,13,,-18,-29,,112,7
Shelby Indiana,18145,5/3/2020,-20,0,,-24,-30,,112,7
Shelby Indiana,18145,5/4/2020,-3,12,,-20,-39,12,112,7
Shelby Indiana,18145,5/5/2020,-15,1,,-13,-40,16,112,7
Shelby Indiana,18145,5/6/2020,-11,4,,-9,-39,14,114,8
Shelby Indiana,18145,5/7/2020,-13,4,,-8,-39,14,114,7
Shelby Indiana,18145,5/8/2020,-24,1,,-12,-42,17,115,7
Shelby Indiana,18145,5/9/2020,-19,21,,-28,-28,,116,7
Shelby Indiana,18145,5/10/2020,-21,14,,-30,-26,,117,7
Shelby Indiana,18145,5/11/2020,-13,3,,-24,-36,13,122,7
Shelby Indiana,18145,5/12/2020,-12,4,,-13,-33,12,124,7
Shelby Indiana,18145,5/13/2020,-15,4,,-13,-34,13,124,7
Shelby Indiana,18145,5/14/2020,-11,3,,-2,-35,11,127,7
Shelby Indiana,18145,5/15/2020,-17,2,,-22,-36,14,130,7
Shelby Indiana,18145,5/16/2020,-14,9,,-24,-23,,134,7
Shelby Indiana,18145,5/17/2020,-19,7,,-22,-22,,135,7
Shelby Indiana,18145,5/18/2020,-7,3,,-10,-32,11,135,7
Shelby Indiana,18145,5/19/2020,-11,3,,-12,-32,12,137,7
Shelby Indiana,18145,5/20/2020,-9,4,,-6,-31,12,145,7
Shelby Indiana,18145,5/21/2020,-10,8,,-10,-32,11,148,7
Shelby Indiana,18145,5/22/2020,-10,9,,-13,-35,9,151,7
Shelby Indiana,18145,5/23/2020,-19,9,,-22,-22,,155,7
Shelby Indiana,18145,5/24/2020,-14,16,,-20,-26,,157,7
Shelby Indiana,18145,5/25/2020,-10,7,,-19,-75,,163,7
Shelby Indiana,18145,5/26/2020,-4,13,,1,-29,8,160,7
Shelby Indiana,18145,5/27/2020,-6,6,,-7,-28,9,168,7
Shelby Indiana,18145,5/28/2020,-5,6,,-9,-29,11,171,7
Shelby Indiana,18145,5/29/2020,-15,4,,-13,-29,9,176,7
Shelby Indiana,18145,5/30/2020,-12,12,,-21,-13,,179,7
Shelby Indiana,18145,5/31/2020,-9,14,,-14,-15,,177,7
Shelby Indiana,18145,6/1/2020,1,14,,-4,-29,7,179,7
Shelby Indiana,18145,6/2/2020,-3,11,,-5,-28,7,179,7
Shelby Indiana,18145,6/3/2020,-2,11,,1,-27,7,182,7
Shelby Indiana,18145,6/4/2020,-3,14,,-2,-29,9,185,7
Shelby Indiana,18145,6/5/2020,-10,12,,-13,-31,7,38,1
Shelby Indiana,18145,6/6/2020,-10,17,,-23,-16,,39,1
Shelby Indiana,18145,6/7/2020,-8,12,,-14,-16,,40,1
Shelby Indiana,18145,6/8/2020,0,20,,-4,-28,6,41,1
Shelby Indiana,18145,6/9/2020,-10,10,,-8,-26,8,43,2
Shelby Indiana,18145,6/10/2020,-7,11,,-5,-25,7,47,2
Shelby Indiana,18145,6/11/2020,-2,13,,-2,-25,6,47,2
Shelby Indiana,18145,6/12/2020,-6,7,,-1,-29,6,47,2
Shelby Indiana,18145,6/13/2020,-4,16,,-26,-9,,48,2
Shelby Indiana,18145,6/14/2020,-4,15,,-12,-11,,48,2
Shelby Indiana,18145,6/15/2020,5,13,,42,-26,5,48,2
Shelby Indiana,18145,6/16/2020,4,9,,16,-26,6,49,2
Shelby Indiana,18145,6/17/2020,-2,7,,11,-26,6,49,2
Shelby Indiana,18145,6/18/2020,2,8,,9,-26,6,51,2
Shelby Indiana,18145,6/19/2020,-4,10,,12,-30,4,53,2
Shelby Indiana,18145,6/20/2020,-4,22,,9,-8,,53,2
Shelby Indiana,18145,6/21/2020,-2,9,,17,-13,,54,2
Shelby Indiana,18145,6/22/2020,0,13,,23,-27,6,55,2
Shelby Indiana,18145,6/23/2020,-1,6,,23,-27,6,55,2
Shelby Indiana,18145,6/24/2020,0,5,,10,-25,5,55,2
Shelby Indiana,18145,6/25/2020,4,10,,17,-23,5,57,2
Shelby Indiana,18145,6/26/2020,-6,5,,14,-25,4,58,2
Shelby Indiana,18145,6/27/2020,-9,1,,7,-4,,59,2
Shelby Indiana,18145,6/28/2020,-2,0,,11,-8,,59,2
Shelby Indiana,18145,6/29/2020,5,10,,8,-26,6,59,2
Shelby Indiana,18145,6/30/2020,6,10,,16,-28,6,59,2
Shelby Indiana,18145,7/1/2020,6,10,,12,-29,5,59,2
Shelby Indiana,18145,7/2/2020,16,20,,18,-34,5,59,2
Shelby Indiana,18145,7/3/2020,2,10,,11,-57,10,61,2
Shelby Indiana,18145,7/4/2020,-21,4,,-1,-28,,61,2
Shelby Indiana,18145,7/5/2020,-8,-1,,18,-14,,62,2
Shelby Indiana,18145,7/6/2020,7,12,,26,-30,6,62,2
Shelby Indiana,18145,7/7/2020,1,11,,21,-28,6,64,3
Shelby Indiana,18145,7/8/2020,0,6,,17,-26,5,66,3
Shelby Indiana,18145,7/9/2020,1,13,,16,-25,5,67,3
Shelby Indiana,18145,7/10/2020,-7,4,,9,-27,5,67,3
Shelby Indiana,18145,7/11/2020,-2,11,,14,-8,,65,3
Shelby Indiana,18145,7/12/2020,1,11,,20,-8,,65,3
Shelby Indiana,18145,7/13/2020,5,9,,16,-25,4,65,3
Shelby Indiana,18145,7/14/2020,4,5,,13,-26,5,67,3
Shelby Indiana,18145,7/15/2020,2,7,,-2,-24,4,67,3
Shelby Indiana,18145,7/16/2020,-3,7,,0,-25,6,67,3
Shelby Indiana,18145,7/17/2020,-3,7,,5,-27,4,66,3
Shelby Indiana,18145,7/18/2020,-1,15,,-3,-11,,67,3
Shelby Indiana,18145,7/19/2020,-5,8,,-3,-11,,67,3
Shelby Indiana,18145,7/20/2020,-2,7,,5,-26,5,68,3
Shelby Indiana,18145,7/21/2020,-6,7,,-6,-26,6,68,3
Shelby Indiana,18145,7/22/2020,-3,2,,4,-26,6,68,3
Shelby Indiana,18145,7/23/2020,-1,9,,2,-25,5,70,3
Shelby Indiana,18145,7/24/2020,-5,4,,0,-27,4,71,3
Shelby Indiana,18145,7/25/2020,-7,15,,-3,-7,,71,3
Shelby Indiana,18145,7/26/2020,-4,13,,1,-9,,72,3
Shelby Indiana,18145,7/27/2020,-6,6,,-2,-26,6,72,3
Shelby Indiana,18145,7/28/2020,-5,12,,1,-26,5,73,3
Shelby Indiana,18145,7/29/2020,-2,3,,0,-26,5,74,3
Shelby Indiana,18145,7/30/2020,-2,0,,2,-26,8,74,3
Shelby Indiana,18145,7/31/2020,1,4,,1,-26,5,77,3
Spencer Indiana,18147,5/1/2020,,,,,-33,,77,3
Spencer Indiana,18147,5/2/2020,,,,,-12,,77,3
Spencer Indiana,18147,5/3/2020,,,,,-14,,77,3
Spencer Indiana,18147,5/4/2020,,,,,-25,,80,3
Spencer Indiana,18147,5/5/2020,,,,,-26,,81,3
Spencer Indiana,18147,5/6/2020,,,,,-28,,80,3
Spencer Indiana,18147,5/7/2020,,,,,-24,,80,3
Spencer Indiana,18147,5/8/2020,,,,,-30,,80,3
Spencer Indiana,18147,5/9/2020,,,,,-7,,82,3
Spencer Indiana,18147,5/10/2020,,,,,-5,,82,3
Spencer Indiana,18147,5/11/2020,,,,,-18,,82,3
Spencer Indiana,18147,5/12/2020,,,,,-22,,83,3
Spencer Indiana,18147,5/13/2020,,,,,-22,,85,3
Spencer Indiana,18147,5/14/2020,,,,,-23,,86,3
Spencer Indiana,18147,5/15/2020,,,,,-21,,86,3
Spencer Indiana,18147,5/16/2020,,,,,-1,,87,3
Spencer Indiana,18147,5/17/2020,,,,,-1,,87,3
Spencer Indiana,18147,5/18/2020,,,,,-21,,89,3
Spencer Indiana,18147,5/19/2020,,,,,-20,,91,3
Spencer Indiana,18147,5/20/2020,,,,,-21,,91,3
Spencer Indiana,18147,5/21/2020,,,,,-21,,93,3
Spencer Indiana,18147,5/22/2020,,,,,-24,,95,3
Spencer Indiana,18147,5/23/2020,,,,,0,,97,3
Spencer Indiana,18147,5/24/2020,,,,,-9,,99,3
Spencer Indiana,18147,5/25/2020,,,,,-71,,99,3
Spencer Indiana,18147,5/26/2020,,,,,-17,,101,4
Spencer Indiana,18147,5/27/2020,,,,,-19,,101,4
Spencer Indiana,18147,5/28/2020,,,,,-16,,102,4
Spencer Indiana,18147,5/29/2020,,,,,-19,,104,4
Spencer Indiana,18147,5/30/2020,,,,,12,,105,4
Spencer Indiana,18147,5/31/2020,,,,,-1,,105,4
Spencer Indiana,18147,6/1/2020,,,,,-14,,110,4
Spencer Indiana,18147,6/2/2020,,,,,-16,,112,4
Spencer Indiana,18147,6/3/2020,,,,,-17,,113,4
Spencer Indiana,18147,6/4/2020,,,,,-19,,112,4
Spencer Indiana,18147,6/5/2020,,,,,-23,,47,2
Spencer Indiana,18147,6/6/2020,,,,,3,,51,2
Spencer Indiana,18147,6/7/2020,,,,,4,,52,2
Spencer Indiana,18147,6/8/2020,,,,,-20,,52,2
Spencer Indiana,18147,6/9/2020,,,,,-21,,54,2
Spencer Indiana,18147,6/10/2020,,,,,-21,,54,2
Spencer Indiana,18147,6/11/2020,,,,,-19,,63,2
Spencer Indiana,18147,6/12/2020,,,,,-22,,73,2
Spencer Indiana,18147,6/13/2020,,,,,12,,79,2
Spencer Indiana,18147,6/14/2020,,,,,-1,,81,2
Spencer Indiana,18147,6/15/2020,,,,,-20,,81,2
Spencer Indiana,18147,6/16/2020,,,,,-20,,85,2
Spencer Indiana,18147,6/17/2020,,,,,-19,,89,2
Spencer Indiana,18147,6/18/2020,,,,,-18,,90,2
Spencer Indiana,18147,6/19/2020,,,,,-22,,91,2
Spencer Indiana,18147,6/20/2020,,,,,-2,,94,2
Spencer Indiana,18147,6/21/2020,,,,,2,,97,2
Spencer Indiana,18147,6/22/2020,,,,,-15,,98,2
Spencer Indiana,18147,6/23/2020,,,,,-21,,99,2
Spencer Indiana,18147,6/24/2020,,,,,-19,,102,3
Spencer Indiana,18147,6/25/2020,,,,,-19,,106,3
Spencer Indiana,18147,6/26/2020,,,,,-25,,107,3
Spencer Indiana,18147,6/27/2020,,,,,5,,116,3
Spencer Indiana,18147,6/28/2020,,,,,5,,117,3
Spencer Indiana,18147,6/29/2020,,,,,-20,,119,3
Spencer Indiana,18147,6/30/2020,,,,,-22,,119,3
Spencer Indiana,18147,7/1/2020,,,,,-22,,119,3
Spencer Indiana,18147,7/2/2020,,,,,-30,,121,3
Spencer Indiana,18147,7/3/2020,,,,,-58,,120,3
Spencer Indiana,18147,7/4/2020,,,,,-27,,120,3
Spencer Indiana,18147,7/5/2020,,,,,-13,,121,3
Spencer Indiana,18147,7/6/2020,,,,,-26,,121,3
Spencer Indiana,18147,7/7/2020,,,,,-18,,122,3
Spencer Indiana,18147,7/8/2020,,,,,-21,,123,3
Spencer Indiana,18147,7/9/2020,,,,,-18,,127,3
Spencer Indiana,18147,7/10/2020,,,,,-21,,127,3
Spencer Indiana,18147,7/11/2020,,,,,14,,129,3
Spencer Indiana,18147,7/12/2020,,,,,8,,129,3
Spencer Indiana,18147,7/13/2020,,,,,-20,,130,3
Spencer Indiana,18147,7/14/2020,,,,,-21,,132,3
Spencer Indiana,18147,7/15/2020,,,,,-22,,133,3
Spencer Indiana,18147,7/16/2020,,,,,-19,,141,3
Spencer Indiana,18147,7/17/2020,,,,,-24,,143,3
Spencer Indiana,18147,7/18/2020,,,,,9,,144,3
Spencer Indiana,18147,7/19/2020,,,,,2,,145,3
Spencer Indiana,18147,7/20/2020,,,,,-18,,145,3
Spencer Indiana,18147,7/21/2020,,,,,-20,,147,3
Spencer Indiana,18147,7/22/2020,,,,,-21,,147,5
Spencer Indiana,18147,7/23/2020,,,,,-21,,150,7
Spencer Indiana,18147,7/24/2020,,,,,-22,,149,7
Spencer Indiana,18147,7/25/2020,,,,,12,,151,7
Spencer Indiana,18147,7/26/2020,,,,,2,,151,7
Spencer Indiana,18147,7/27/2020,,,,,-19,,151,7
Spencer Indiana,18147,7/28/2020,,,,,-20,,153,7
Spencer Indiana,18147,7/29/2020,,,,,-21,,154,7
Spencer Indiana,18147,7/30/2020,,,,,-22,,157,7
Spencer Indiana,18147,7/31/2020,,,,,-23,,156,7
St. Joseph Indiana,18141,5/1/2020,-28,1,127,-12,-43,17,157,7
St. Joseph Indiana,18141,5/2/2020,-33,2,,-5,-30,6,157,7
St. Joseph Indiana,18141,5/3/2020,-29,-1,,-15,-26,6,157,7
St. Joseph Indiana,18141,5/4/2020,-14,3,100,-21,-38,14,158,8
St. Joseph Indiana,18141,5/5/2020,-21,3,22,-25,-39,15,158,8
St. Joseph Indiana,18141,5/6/2020,-19,3,127,-18,-39,15,159,8
St. Joseph Indiana,18141,5/7/2020,-20,5,,-11,-39,15,164,8
St. Joseph Indiana,18141,5/8/2020,-26,0,29,-18,-39,17,164,8
St. Joseph Indiana,18141,5/9/2020,-25,17,98,-5,-25,7,164,8
St. Joseph Indiana,18141,5/10/2020,-30,0,13,-18,-23,5,166,8
St. Joseph Indiana,18141,5/11/2020,-15,-3,24,-18,-34,14,166,9
St. Joseph Indiana,18141,5/12/2020,-12,-1,,-14,-34,12,166,9
St. Joseph Indiana,18141,5/13/2020,-11,0,,-15,-35,12,166,9
St. Joseph Indiana,18141,5/14/2020,-21,-6,8,-23,-36,16,167,10
St. Joseph Indiana,18141,5/15/2020,-19,-3,91,-15,-35,15,168,10
St. Joseph Indiana,18141,5/16/2020,-19,1,,-1,-19,4,169,10
St. Joseph Indiana,18141,5/17/2020,-24,-5,0,-17,-21,7,169,10
St. Joseph Indiana,18141,5/18/2020,-6,0,71,-19,-33,12,170,10
St. Joseph Indiana,18141,5/19/2020,-9,0,,-19,-34,13,171,10
St. Joseph Indiana,18141,5/20/2020,-5,1,,-12,-33,12,178,10
St. Joseph Indiana,18141,5/21/2020,-5,5,146,-3,-33,12,185,10
St. Joseph Indiana,18141,5/22/2020,-13,1,102,-12,-35,13,187,10
St. Joseph Indiana,18141,5/23/2020,-16,5,201,4,-19,3,197,10
St. Joseph Indiana,18141,5/24/2020,-7,10,,7,-18,-1,202,10
St. Joseph Indiana,18141,5/25/2020,-11,2,,-21,-75,20,204,10
St. Joseph Indiana,18141,5/26/2020,-4,2,,-12,-32,10,206,11
St. Joseph Indiana,18141,5/27/2020,-3,1,107,-10,-31,11,211,11
St. Joseph Indiana,18141,5/28/2020,-6,2,57,-12,-30,12,219,11
St. Joseph Indiana,18141,5/29/2020,-11,-4,141,-13,-29,12,222,11
St. Joseph Indiana,18141,5/30/2020,-11,3,,9,-7,2,227,11
St. Joseph Indiana,18141,5/31/2020,-7,2,,2,-6,2,227,11
St. Joseph Indiana,18141,6/1/2020,2,5,128,-8,-28,9,232,11
St. Joseph Indiana,18141,6/2/2020,1,7,,-6,-29,8,237,11
St. Joseph Indiana,18141,6/3/2020,2,8,,-9,-29,9,240,11
St. Joseph Indiana,18141,6/4/2020,-1,8,,-6,-28,9,247,11
St. Joseph Indiana,18141,6/5/2020,-7,2,155,-8,-29,9,230,19
St. Joseph Indiana,18141,6/6/2020,-10,7,,5,-9,0,248,19
St. Joseph Indiana,18141,6/7/2020,-6,5,,1,-7,0,252,19
St. Joseph Indiana,18141,6/8/2020,3,6,124,-11,-28,8,254,20
St. Joseph Indiana,18141,6/9/2020,-4,1,,-18,-29,9,275,21
St. Joseph Indiana,18141,6/10/2020,0,4,106,-12,-29,10,294,21
St. Joseph Indiana,18141,6/11/2020,2,12,,-2,-28,8,300,22
St. Joseph Indiana,18141,6/12/2020,-7,5,185,-9,-28,8,311,22
St. Joseph Indiana,18141,6/13/2020,-9,8,,10,-4,0,319,23
St. Joseph Indiana,18141,6/14/2020,-3,7,,3,-3,0,325,23
St. Joseph Indiana,18141,6/15/2020,6,10,,-8,-27,7,336,23
St. Joseph Indiana,18141,6/16/2020,3,8,,-9,-27,7,354,24
St. Joseph Indiana,18141,6/17/2020,3,9,,-7,-28,7,357,26
St. Joseph Indiana,18141,6/18/2020,5,10,,-6,-28,7,359,26
St. Joseph Indiana,18141,6/19/2020,-4,6,164,-10,-29,7,384,27
St. Joseph Indiana,18141,6/20/2020,-7,11,,0,-7,-1,386,28
St. Joseph Indiana,18141,6/21/2020,-3,8,203,-3,-6,-1,393,28
St. Joseph Indiana,18141,6/22/2020,3,4,100,-14,-29,8,403,28
St. Joseph Indiana,18141,6/23/2020,4,9,,-8,-29,7,417,28
St. Joseph Indiana,18141,6/24/2020,6,6,,-8,-28,7,427,28
St. Joseph Indiana,18141,6/25/2020,5,10,,-2,-28,7,441,28
St. Joseph Indiana,18141,6/26/2020,-6,-2,95,-12,-30,9,455,29
St. Joseph Indiana,18141,6/27/2020,-6,4,,2,-7,0,457,29
St. Joseph Indiana,18141,6/28/2020,-4,2,,-4,-4,-1,458,29
St. Joseph Indiana,18141,6/29/2020,9,6,139,-10,-31,8,460,29
St. Joseph Indiana,18141,6/30/2020,7,8,,-8,-32,7,461,29
St. Joseph Indiana,18141,7/1/2020,10,11,,-3,-32,7,472,29
St. Joseph Indiana,18141,7/2/2020,14,21,,4,-36,7,522,30
St. Joseph Indiana,18141,7/3/2020,-1,17,193,-11,-60,13,535,30
St. Joseph Indiana,18141,7/4/2020,-37,-5,,-5,-31,-1,539,30
St. Joseph Indiana,18141,7/5/2020,-13,-7,,-5,-14,-1,541,30
St. Joseph Indiana,18141,7/6/2020,7,5,,-2,-33,8,541,30
St. Joseph Indiana,18141,7/7/2020,3,3,,-4,-32,8,553,30
St. Joseph Indiana,18141,7/8/2020,4,1,,1,-31,8,578,30
St. Joseph Indiana,18141,7/9/2020,2,6,,-2,-31,8,579,30
St. Joseph Indiana,18141,7/10/2020,-7,-4,119,-16,-32,10,580,30
St. Joseph Indiana,18141,7/11/2020,-9,3,,8,-6,-1,580,30
